,M1,M2,q,maxR,P,R_L1,f_binary
44,2.12,1.6872530549217781,0.7958740825102727,25.455618960723278,2212740.157648269,464711.15181911906,0.4303897670409303
45,2.48,1.5393450265164845,0.6207036397243889,33.82826825419412,11018357.536606172,1299710.5526487331,0.44986389488199935
46,1.03,1.0006478778497827,0.9715027940289152,201.11576154341878,3.3049680341943453,51.58515641022289,0.3686186456031055
47,1.52,0.6021459234491738,0.3961486338481407,126.08285954945576,4998109.860998344,553889.9064565803,0.3962330581367386
48,1.15,0.8110108197028617,0.705226799741619,147.56239392308382,14029201.693058446,1239796.565019522,0.3750886262072952
49,1.2,0.8453693523378597,0.7044744602815498,117.39779527562669,967.5468490380016,2113.954066653662,0.3778728203285736
50,0.9,0.3338561251528965,0.37095125016988495,214.96136051748599,416420.7444484485,86696.30854815076,0.362150048545493
51,0.97,0.3971898663901661,0.4094740890620269,149.2133783903144,40490.504739889395,19461.64700339952,0.36554369871128223
52,0.81,0.655743672755563,0.8095600898216827,159.5434699378285,60711622.44999546,3087744.4547675997,0.358210463936812
53,1.69,1.585992443206182,0.9384570669859066,125.88572799073529,104457.40091528237,59999.89368274015,0.406061755735945
54,0.96,0.8274400328034504,0.8619167008369275,108.75234846960356,573923.9494547509,149673.08622281157,0.365044805944074
55,0.97,0.43014877429493775,0.44345234463395644,102.72762230091936,268177.8242313702,70612.5577589693,0.36554369871128223
56,0.96,0.9168231351970605,0.9550240991636048,127.864540585518,1452.6693896441436,2893.4327409749158,0.365044805944074
57,1.62,1.5451234504076723,0.953779907659057,140.68998460379277,4273.527618770358,7068.903121802216,0.40202162680732
58,1.17,0.7645973052279612,0.6535019702803088,171.72969890302343,1719703.9608920864,298998.94043469307,0.3761973910681357
59,2.36,1.995706973179535,0.8456385479574301,32.30955852906443,498170.6562750221,182458.53374883486,0.4434721550833752
60,1.07,0.8592774077358015,0.8030629978839267,159.7198513582279,57106.30226950854,32424.19549618374,0.3707348223221787
61,0.94,0.6639943816789222,0.7063770017860875,121.99630820357532,74.07499728567376,351.7121471623796,0.36406028598684514
62,1.29,1.2484552325853187,0.9677947539421075,134.74724004125272,6.869386933500748,90.42508960860478,0.3829688271026506
63,2.06,1.7537081726808152,0.8513146469324345,24.572931598002498,1062233.1094591033,289624.5888863017,0.42705898042716484
64,1.44,0.6493597680415012,0.45094428336215364,129.37418427600426,3168.3102473212607,4203.581374633683,0.3916007436841215
65,1.85,1.039095487734829,0.5616732366134211,80.69735137586662,18741.30764673361,16186.314102321217,0.41522836627613546
66,1.81,1.6172510026537568,0.8935088412451695,113.29450060573858,23.629794195474226,223.57805109782475,0.412947417072015
67,2.12,1.6265590555788025,0.767244837537171,27.443669828499377,7.84804137630428,106.57098789461504,0.4303897670409303
68,1.36,0.5227889308780539,0.38440362564562786,154.56049215756335,2448.7238092035973,3281.9934484158225,0.3869827959707702
69,1.45,0.4644428463354092,0.3203054112657995,179.59418437701788,3655.1645284177766,4109.427057714829,0.39217933653848863
70,1.43,0.4294613433778696,0.300322617746762,174.2955028792517,64254.52875044502,27048.227962599194,0.3910223695974962
71,1.03,0.9863662669859112,0.957637152413506,153.75853089846066,1143.4449164339883,2527.9435780281124,0.3686186456031055
72,1.24,0.7443665939414016,0.6002956402753239,143.98244908126614,1291.7228928599623,2440.4874534550204,0.3801263965770804
73,1.41,1.1340861092177423,0.8043163895161294,117.11840980181414,615.0562302335569,1734.7171911227974,0.38986641087472895
74,1.93,1.8022211366941172,0.9337933350746722,51.766951566332715,62.61423955398963,444.98824206650227,0.4197652780256539
75,1.27,1.2670309727058962,0.9976621832329892,121.72806127596539,181487.45067558446,80757.72482413931,0.38182889731298414
76,1.22,0.46130750267125686,0.37812090382889907,104.2636625448688,6026.380236060088,5736.404359665821,0.3789970406518437
77,1.11,0.9374832629368768,0.8445795161593483,175.00495409746253,711620.4622870967,179888.7712359668,0.3728938930195555
78,1.27,0.9256875510048127,0.7288878354368604,121.72806127596539,2422.773922840721,4024.138614102358,0.38182889731298414
79,0.91,0.347208480495403,0.3815477807641791,144.99958060391157,27.045192241579848,141.99278234351368,0.36261971113878405
80,2.25,0.9942389250919724,0.4418839667075433,24.15485342533103,819269.8544976742,196549.32437880087,0.4375248623941816
81,1.51,1.4522755614618308,0.961771895007835,140.63413972157002,1688.1599279824882,3729.7679913364946,0.3956537715214059
82,1.49,0.5045565320468167,0.3386285449978636,141.5846501123402,18186101.202546533,1232085.6162677277,0.3944952727070551
83,1.82,0.7233807272134755,0.3974619380293821,69.4767676092483,33282.67662914976,20842.43997413917,0.4135183895493756
84,1.44,1.378006588921847,0.9569490200846159,143.69008538238327,10.823816370508498,126.45321527660207,0.3916007436841215
85,1.17,0.9743091602126216,0.8327428719765997,163.02590664469386,736.6490967458425,1863.2151428448558,0.3761973910681357
86,2.01,0.7007877896280297,0.34865064160598497,23.625794886309073,79597167.1883793,3679771.8053097697,0.42426585718683213
87,0.99,0.48639873946121365,0.49131185804162997,126.3430514970013,149330.84595645737,49926.48284753652,0.36655381876395005
88,0.94,0.9138034087317064,0.9721312858847941,159.0558000589351,8135871.586610304,912480.1732885143,0.36406028598684514
89,1.36,1.0382244319135077,0.7634003175834614,112.17690275856587,219.6848843209901,845.7304285371346,0.3869827959707702
90,0.99,0.306691328288703,0.3097892204936394,140.61906414300046,18661683.932437487,1060641.115198942,0.36655381876395005
91,1.22,1.1741007656644125,0.9623776767741086,152.55824279694156,2087.6582331888835,4003.263723084589,0.3789970406518437
92,3.26,1.8509112574953246,0.5677641894157438,47.473866631221654,907.8745018684689,2608.3815698045482,0.488986921531218
93,1.06,0.9634155909187356,0.9088826329422034,136.9593979903429,61380142.248210736,3558285.1220105705,0.3702014491691851
94,1.72,1.5885217462957555,0.9235591548231137,135.8459704455423,207.63802435231298,948.1723683486388,0.4077885436755609
95,1.24,0.49147650882459015,0.39635202324563723,159.73752039847105,1154.2312979404087,1948.4363184727295,0.3801263965770804
96,0.92,0.4446286139408667,0.4832919716748551,160.28020313751352,11353.604620302227,8692.019323936527,0.36309479031177994
97,2.34,1.0164543248601239,0.4343821901111641,32.26752837453068,286825.92586992215,98315.45823644818,0.4423970705294652
98,1.33,0.4273561317085832,0.3213203997808896,126.3296641798533,325.79591457682454,797.58344859899,0.38525851302351055
99,1.73,1.047572894297415,0.6055334649118006,106.28429306053694,3158.4173007695226,4965.366410980271,0.4083634088303572
100,1.16,0.7444438422565498,0.6417619329797843,155.0971193018031,44601.17010069311,25946.26980129961,0.37564213428970383
101,1.28,0.6322774408072973,0.493966750630701,91.73777406402805,2797206.6246522996,384373.2264549787,0.38239840801844494
102,2.88,1.2294065935017982,0.4268772894103466,38.10639035497584,571777.1970014935,165852.65427605272,0.4704423162527393
103,1.7,0.5826253599910698,0.3427207999947469,132.03579320409148,2636168.897482993,356749.49177134596,0.406637703782187
104,2.53,0.9973051004664488,0.39419173931480195,34.234138498742986,3897.4585061967546,5551.459529773983,0.45249728640262
105,0.93,0.3106018169030641,0.3339804482828646,143.88218709083824,138085.79568914394,40482.127895806945,0.3635750555091259
106,1.68,1.6311334292203008,0.9709127554882744,95.73577012042239,10961.321558984848,13501.291765424026,0.4054854741650646
107,1.5,0.8408887849880226,0.5605925233253484,107.66794972276745,231936.80855732685,80697.50007221363,0.3950745009928056
108,2.0,1.3334221761756209,0.6667110880878104,22.410344256890603,57.70433173354781,374.7272169261936,0.42370537612441284
109,1.9,1.3077526607265642,0.6882908740666127,81.75054098797143,172.10518567337024,772.4815976825574,0.4180680146515949
110,1.44,0.5147282184835762,0.35745015172470573,136.42209791154866,17.130266586311308,119.27849282575956,0.3916007436841215
111,1.33,0.5690779425814411,0.427878152316873,113.11863982729116,12.102876085206173,98.17752992359418,0.38525851302351055
112,1.73,1.3546460818111419,0.7830324172318739,94.20416855533524,13098.188811113201,14121.990923782805,0.4083634088303572
113,0.94,0.6318191384926517,0.6721480196730337,104.00612184153924,10103501.325364001,914638.3102087608,0.36406028598684514
114,1.2,0.658099899742511,0.5484165831187592,138.23609370918214,1077.4711593021061,2068.9287574753216,0.3778728203285736
115,1.29,0.7382823422137516,0.5723118931889547,149.59682902876466,30170823.35141104,1985238.2904433187,0.3829688271026506
116,1.2,0.791972027129079,0.6599766892742325,196.2217392529336,2338.152468978691,3714.381233360108,0.3778728203285736
117,2.22,2.1534971077794336,0.9700437422429881,30.43060261255626,16.592443417075845,195.2548070576021,0.43588841698350594
118,1.2,0.5363500686858997,0.4469583905715831,196.2217392529336,14022.078967302943,10629.224404695362,0.3778728203285736
119,1.62,1.6189179670795903,0.9993320784441915,101.00313105604859,231844.82793526657,103183.1184390766,0.40202162680732
120,1.3,1.0522403098501323,0.8094156229616403,134.38817273788595,31165.78087970798,23175.818063581763,0.38354009945626744
121,1.23,0.9040385267374293,0.7349906721442515,177.33494540528244,444660.2760362783,128991.2370159186,0.37956111106747276
122,0.93,0.8858708902301236,0.9525493443334662,151.45259384893419,36167.9891773731,24386.32275862646,0.3635750555091259
123,1.25,0.8744796047036034,0.6995836837628827,122.40791180857647,92519.92044788375,44692.692654302045,0.3806928314006363
124,1.3,0.5752383470048866,0.4424910361576051,127.37547577168496,706721.9792164962,148417.81367713286,0.38354009945626744
125,1.24,0.95550151537661,0.7705657382069435,168.02649497396672,42592.27344912748,27569.66022976887,0.3801263965770804
126,1.17,1.164819214628699,0.9955719783151274,132.14062879791751,12.086598818494204,129.0000984030591,0.3761973910681357
127,1.35,0.5856344365008382,0.4338032862969172,185.87168471946796,1305222.6895612988,224645.9914183489,0.3864074600870583
128,0.95,0.724423556292119,0.7625511118864411,167.2246637172014,3.658547156653103,48.91564665167826,0.3645502703208014
129,2.2,0.8162961297654407,0.3710436953479276,30.255685090330292,29478.550892592717,19987.0077259437,0.43479405313729746
130,0.96,0.48562088752522403,0.5058550911721084,142.24719459944419,191272.65465410097,58903.037670943275,0.365044805944074
131,1.42,0.4459426905213094,0.31404414825444327,137.1839337466629,156.0618144441241,495.13510109027544,0.3904442472843282
132,1.39,1.0588186858471185,0.761740061760517,145.61233371643175,56104.81513050529,34263.30644533374,0.3887117381570667
133,1.2,0.48737863921147384,0.40614886600956157,179.20995525531234,39040257.20246722,2033144.388186165,0.3778728203285736
134,1.74,1.019573812591897,0.5859619612597109,126.21093437178865,103507.21962908437,50330.79923973406,0.40893788704805834
135,1.11,0.9870180362169346,0.8892054380332743,165.9208074680721,22.020003802800318,180.88338875524119,0.3728938930195555
136,0.85,0.6792970251307316,0.7991729707420372,164.92156294465556,422093.2600564653,113732.974422095,0.35989180924661623
137,1.49,0.4470389645414,0.3000261506989262,141.5846501123402,516580.1407341431,110009.71125714562,0.3944952727070551
138,1.45,0.9844569612880771,0.6789358353710877,109.37350602453328,2729.240981655292,4432.869669593059,0.39217933653848863
139,0.84,0.7010332982565844,0.8345634503054578,209.65254956583198,619611.4304453204,148787.50126723852,0.3594601074962396
140,1.51,1.1783546440774224,0.7803673139585579,148.13427546058895,67.39751229034047,401.7233704446197,0.3956537715214059
141,1.98,1.8845136533122215,0.9517745723799099,24.511330069683122,12537.016216295397,15475.623088753104,0.42258259501671364
142,1.38,0.5457270543938414,0.39545438724191406,138.6389856169964,451.45816425696904,1079.048222376831,0.38813497610996966
143,1.96,1.8741757009882691,0.9562120923409536,87.37208420303843,2034.2397635106886,4596.677809447059,0.421457422831192
144,1.63,1.5079715936381541,0.9251359470172725,118.71993677876023,14027.538302955078,15458.95021734115,0.4025995877863361
145,1.08,0.5841350438775524,0.540865781368104,196.49971287115702,44230.1095667707,23649.857624352488,0.3712708704005125
146,1.37,0.9913994225590016,0.7236492135467164,154.14664903298342,9116.71087057515,9957.242644690172,0.38755864857961564
147,1.03,0.6605503774558406,0.6413110460736315,145.8873280894889,907508.7794985406,185819.06547065763,0.3686186456031055
148,1.14,0.6405866880429464,0.5619181474060934,173.09374855792447,175.25615451825766,611.4733908431666,0.3745369548766864
149,1.0,0.9589247745437708,0.9589247745437708,193.70861365086543,21.19212788864557,175.3977032064941,0.3670646962873361
150,1.17,0.8018593292368541,0.6853498540485933,189.85494370720338,5245099.929929011,640182.9961718462,0.3761973910681357
151,1.52,0.5682904932416043,0.3738753245010555,126.08285954945576,481639.53390625457,114074.86170960193,0.3962330581367386
152,1.3,1.2265732923127362,0.9435179171636431,189.08837142742638,14057.328320816663,14467.534540512803,0.38354009945626744
153,1.52,0.7308094023083191,0.4807956594133678,162.41018101690827,724005.290446376,163706.4899070346,0.3962330581367386
154,1.06,0.7796580649471573,0.7355264763652427,116.29477131019081,400725.8789271656,114558.38215883137,0.3702014491691851
155,1.14,1.059050846009352,0.9289919701836421,200.74268841694717,35.02254539003002,252.9514178692993,0.3745369548766864
156,1.21,0.9848682226989199,0.8139406799164628,93.70903959580019,6.933458829467771,83.25866128695507,0.37843425351158105
157,1.16,1.033476801365949,0.8909282770396112,163.39831132918206,30218985.974307116,2268538.4739045743,0.37564213428970383
158,1.79,0.5541309289016945,0.3095703513417287,135.06138088549588,747144.6382429856,151183.5961142788,0.4118040577621901
159,1.46,1.1164857395696934,0.7647162599792421,165.62960660326664,10867.195250493984,11677.07341272678,0.3927581162398227
160,2.3,0.7160890178999619,0.31134305126085304,30.98548607935415,307044.78649439756,91029.31645958305,0.44023855735064865
161,0.94,0.4027167669202562,0.4284220924683577,121.99630820357532,712.4107540798221,1323.9205173095959,0.36406028598684514
162,0.88,0.8472772655244366,0.962815074459587,106.52671481604274,38.50092838972694,250.6536094076726,0.36122794754514814
163,1.11,0.5853493395197024,0.5273417473150471,165.9208074680721,3422.151256294909,4293.676342422359,0.3728938930195555
164,1.41,0.4951907284422402,0.351199098185986,110.66640201285475,68205.06748375017,29571.71547923205,0.38986641087472895
165,0.82,0.8100702557207843,0.9878905557570541,150.71594331037613,558712.6250134705,147139.00681170987,0.35861909585779617
166,1.77,1.5027930156116804,0.8490356020404974,99.15951723490464,9677906.121287746,1199851.6658190365,0.4106588791908371
167,1.49,1.1664325332761234,0.7828406263598143,149.11160378741423,33369957.639676612,2506098.505865625,0.3944952727070551
168,1.66,1.6355676505823982,0.9852817172183121,92.6663315659311,670.9837060555498,2100.8184925169053,0.4043319688855657
169,1.44,0.6172508236590957,0.4286464053188164,122.55061731885746,1337.169380794048,2322.692551722156,0.3916007436841215
170,1.63,0.8418319412034541,0.516461313621751,94.64748945949496,78.43249639480214,390.7944917378356,0.4025995877863361
171,2.69,1.1738050585678916,0.43635875783192996,34.403992205117994,5371781.587890572,727507.380961995,0.4608063009318483
172,1.27,0.44801090532825916,0.352764492384456,135.46866400606083,187355.65429309002,56101.973846555375,0.38182889731298414
173,1.07,0.42976419291137774,0.4016487784218483,143.79904616696533,11452632.921555761,860568.7607224303,0.3707348223221787
174,1.09,0.41826424732563333,0.38372866727122323,121.58558740244345,12840466.28254473,919586.0222073502,0.3718094740351174
175,1.07,0.45486201305970947,0.4251046851025322,177.77211445658932,10482.974576426544,8277.797473644456,0.3707348223221787
176,1.13,0.7961924766753299,0.7045951121020619,140.7954596910191,266660.1376534677,87756.67221118572,0.3739872116990731
177,1.14,1.0845021979748783,0.9513177175218231,126.27547010731897,4425.8584165247885,6429.566461344313,0.3745369548766864
178,1.56,1.502878911162083,0.9633839174115917,130.72358007823328,4592.315343203599,7352.400655694977,0.3985498714702538
179,2.43,2.3912700805174327,0.9840617615298076,33.40717310141109,6702.509953337215,11058.410683536444,0.4472129399100339
180,2.3,2.279516981834369,0.9910943399279867,32.15498243130981,8787.617886029702,13042.950221908543,0.44023855735064865
181,1.64,1.6236847283155826,0.9900516636070626,152.81039409722487,1166.4203035384103,3030.7959012761994,0.40317730974691957
182,1.55,0.49428288947357035,0.31889218675714215,111.5916334277146,24789.378750819717,15031.836264926664,0.3979707655088186
183,1.49,0.949258529164802,0.6370862611844309,149.11160378741423,3857280.3568731286,550073.549417253,0.3944952727070551
184,1.35,1.2760324844189133,0.9452092477177134,132.577964710129,893.0111610554915,2334.1706426924384,0.3864074600870583
185,2.31,1.3593188850196136,0.5884497337747245,31.873868639052688,3288.3761156731716,5557.451885457356,0.4407792261618334
186,0.96,0.35223791195160886,0.3669144916162592,175.7401411028141,2249.628703309699,2716.8422447240337,0.365044805944074
187,1.44,0.8604621881831174,0.597543186238276,173.769830858206,921624.3925679787,204474.91119156266,0.3916007436841215
188,1.98,1.636483631033891,0.8265068843605511,83.13141768503851,518.4608385057998,1751.7242245937246,0.42258259501671364
189,1.14,0.4118799580982943,0.36129820885815295,164.22268622840147,74.82873792676668,295.96277264254906,0.3745369548766864
190,1.23,0.7177089960827345,0.5835032488477516,144.39989573240402,7314304.3714362625,765148.531404856,0.37956111106747276
191,1.97,1.0878149011337819,0.5521903051440518,35.05865744491144,2.5217223171876784,43.1314617319369,0.4220203051452032
192,1.68,0.6777264556095698,0.40340860452950583,141.23717124175454,5871792.858314148,641715.457493276,0.4054854741650646
193,1.47,0.9634331568435142,0.6553967053357239,165.1285959725233,48075.25495337273,29750.66676309946,0.3933370519144127
194,1.44,1.3164114960589774,0.9141746500409565,136.42209791154866,15899.045258911658,16049.941709760733,0.3916007436841215
195,1.15,0.7347702070101031,0.638930614791394,106.48363206831253,7471976.029899739,784928.1112788338,0.3750886262072952
196,1.14,0.8106666358156207,0.7111110840487902,173.09374855792447,972.3170551868429,2092.3555462772433,0.3745369548766864
197,1.0,0.6363246181672417,0.6363246181672417,163.98988019591346,57488412.56598323,2915394.6507710023,0.3670646962873361
198,1.29,0.5881038675742898,0.45589447098782154,157.55730517394167,141349.99789840917,51172.92831781827,0.3829688271026506
199,1.87,1.5081322782287863,0.8064878493202065,114.13794898293416,103.42490655866877,581.2463028494276,0.4163658129493655
200,1.11,0.5229242455229018,0.4711029238945061,193.93136159817422,1216671.3499623192,206851.2348472343,0.3728938930195555
201,1.04,0.5086758176783409,0.48911136315225084,209.7609232411333,16672.841505276538,11748.934373319249,0.36914322910694863
202,1.25,1.238302545278853,0.9906420362230823,176.1745539222211,1206.0585095366123,2831.5427759390395,0.3806928314006363
203,1.7,1.1263913837213957,0.6625831668949387,132.03579320409148,27642.833673975783,21681.599952840123,0.406637703782187
204,1.14,0.8058143223256731,0.7068546687067309,133.13732533329562,256.5271675903474,858.7471106086019,0.3745369548766864
205,1.58,0.7986882706420056,0.5054989054696238,116.15497746654165,2.9035884036749855,42.62620563549066,0.3997077543845401
206,2.88,1.4448454917465554,0.5016824624119984,34.63582050306523,176.0717180291817,801.487905173399,0.4704423162527393
207,2.59,1.083166278204677,0.418210918225744,35.54771642604872,223.4782589177129,849.564534457875,0.4556341776285355
208,1.39,1.328052859516103,0.9554337118820885,138.27599535367267,34.36554038224895,269.7979747594239,0.3887117381570667
209,0.83,0.31260052424532414,0.37662713764496886,157.94337037286607,70086075.88789853,2586181.2115251767,0.3590357593647928
210,1.26,0.40854507897679454,0.32424212617205916,150.80624801229956,23136.732206576173,13475.506566897346,0.3812603520648703
211,1.4,0.670202151836511,0.47871582274036506,152.94087604829926,2609595.527990397,373854.226199508,0.3892888956643176
212,1.11,0.71263846123719,0.6420166317452162,149.40589106263624,18145.361787564267,14040.221164124798,0.3728938930195555
213,1.66,0.951952522764552,0.5734653751593687,122.28148829442532,208566.77768101988,78417.52455441047,0.4043319688855657
214,1.29,0.8973373458233377,0.6956103455994865,157.55730517394167,3611.194605472641,5185.677775960441,0.3829688271026506
215,1.0,0.8112519175709897,0.8112519175709897,147.5368780218693,150319.58526835323,60672.409839407876,0.3670646962873361
216,1.19,0.6736787281395713,0.5661165782685473,162.1878877949527,3060.883978751915,4186.94151444533,0.37731281438915687
217,0.99,0.4265061242185532,0.4308142668874275,126.3430514970013,784276.0030289253,143896.9231005072,0.36655381876395005
218,1.11,1.0754898331233735,0.9689097595706068,149.40589106263624,74704.31599990015,42235.92414937242,0.3728938930195555
219,1.42,0.8410818761137263,0.5923111803617791,144.473277651766,10352.216072470745,10174.666937583466,0.3904442472843282
220,0.91,0.5257650227024756,0.5777637612115116,130.42800810395676,33921371.63225595,1917517.893573339,0.36261971113878405
221,1.74,1.0880322266699516,0.6253058773965239,104.60053691924796,10820965.003238272,1144213.5265767816,0.40893788704805834
222,1.11,1.1052210295030305,0.9956946211739012,141.76348847197633,1882361.64282942,366935.3156039339,0.3728938930195555
223,1.07,1.017411888770774,0.9508522324960503,143.79904616696533,38048299.630962685,2641291.578532878,0.3707348223221787
224,1.4,0.7029121220238371,0.5020800871598837,189.8801491860691,1375785.5208912813,248222.45808389044,0.3892888956643176
225,1.78,0.6031884552269458,0.3388699186668234,119.6625309661559,7794538.200708445,743350.163441413,0.41123169072404686
226,2.07,2.0292248502383257,0.9803018600185149,26.061592150287066,1307.9554165943207,3521.5098311741326,0.4276157186040658
227,1.29,0.4414421784525115,0.342203239110474,157.55730517394167,78.58780579514554,312.682390567793,0.3829688271026506
228,0.94,0.8794829116852121,0.9356201188140555,150.88645627982214,27774.028615121017,20378.95276911857,0.36406028598684514
229,1.41,1.0161129590107811,0.7206474886601285,167.96449581859196,2.6175782258116294,43.684549820423456,0.38986641087472895
230,2.38,1.5413733423306555,0.6476358581221242,31.470373966193833,707371.7116116532,208831.4642198458,0.4445444489648131
231,0.95,0.6490853982723191,0.6832477876550728,135.63003016478262,25.617895116038643,171.72768040760852,0.3645502703208014
232,1.08,0.5674259173633861,0.5253943679290611,143.29085342267425,1366.5473608772022,2304.0591526858284,0.3712708704005125
233,1.59,0.8485240267105393,0.5336629098808423,128.7602601343521,455.9062497811658,1268.0262025679824,0.40028648909106784
234,2.29,2.072999513819693,0.905239962366678,31.788337333032274,21594.75971819544,22888.46274873591,0.4396971967400019
235,1.97,1.5684102850678159,0.7961473528263024,86.34990902265655,23.768137313980784,220.7972426563216,0.4220203051452032
236,1.12,0.9877742399208639,0.8819412856436284,141.26491626399496,336.35279799012426,1113.3420751830213,0.37343949156728734
237,1.0,0.3343335578034983,0.3343335578034983,155.4960802310394,235717.86144082397,59259.3849109555,0.3670646962873361
238,1.11,1.0627009875383344,0.9573882770615625,127.60984826077832,99406.99677324505,50857.23327191024,0.3728938930195555
239,1.19,0.36967933258289704,0.3106549013301656,146.13761536147013,119.93042274424126,390.18918200854387,0.37731281438915687
240,1.4,0.843485988332064,0.60248999166576,130.8194242040312,44135.77077797102,26794.603929218603,0.3892888956643176
241,1.19,0.8542334038214983,0.717843196488654,146.13761536147013,121.87759042886121,533.5121847151378,0.37731281438915687
242,0.84,0.6703407387815955,0.798024689025709,157.19153339892827,202759.76685425345,69446.2453562875,0.3594601074962396
243,1.14,0.5955402240452329,0.5224037053028359,147.9460905153026,198.61013936770553,647.1442057172765,0.3745369548766864
244,0.89,0.4234917531739605,0.47583343053253985,111.87881627481514,5.624788922093287,53.52201275401217,0.36168604342121763
